game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
BOS192504220,BOS,PHA,0,0
BOS192504250,BOS,PHA,0,1
BOS192504270,BOS,WS1,0,0
BOS192504280,BOS,WS1,0,5
BOS192505010,BOS,NYA,0,1
BOS192505020,BOS,NYA,0,0
BOS192506010,BOS,PHA,1,0
BOS192506020,BOS,PHA,1,3
BOS192506030,BOS,PHA,0,0
BOS192506040,BOS,PHA,0,3
BOS192506050,BOS,CLE,1,0
BOS192506060,BOS,CLE,0,0
BOS192506080,BOS,CLE,0,1
BOS192506090,BOS,CLE,2,0
BOS192506100,BOS,SLA,2,3
BOS192506110,BOS,SLA,1,1
BOS192506120,BOS,SLA,0,0
BOS192506130,BOS,SLA,2,2
BOS192506150,BOS,CHA,0,0
BOS192506160,BOS,CHA,1,0
BOS192506171,BOS,CHA,0,3
BOS192506172,BOS,CHA,0,1
BOS192506180,BOS,CHA,0,1
BOS192506200,BOS,DET,2,2
BOS192506220,BOS,DET,1,0
BOS192506271,BOS,NYA,0,0
BOS192506272,BOS,NYA,0,3
BOS192506290,BOS,NYA,1,3
BOS192506300,BOS,NYA,0,0
BOS192507010,BOS,NYA,0,2
BOS192507021,BOS,WS1,0,0
BOS192507030,BOS,WS1,0,4
BOS192507041,BOS,WS1,0,0
BOS192507280,BOS,CLE,0,1
BOS192507290,BOS,CLE,0,0
BOS192507300,BOS,CLE,0,0
BOS192507310,BOS,CLE,0,0
BOS192508010,BOS,SLA,0,0
BOS192508030,BOS,SLA,0,0
BOS192508040,BOS,SLA,0,0
BOS192508060,BOS,CHA,0,0
BOS192508070,BOS,CHA,0,0
BOS192508081,BOS,CHA,1,0
BOS192508082,BOS,CHA,0,0
BOS192508140,BOS,PHA,0,0
BOS192508151,BOS,PHA,0,0
BOS192508152,BOS,PHA,0,0
BOS192509070,BOS,NYA,0,0
BOS192509081,BOS,NYA,0,0
BOS192509082,BOS,NYA,0,0
BOS192509090,BOS,NYA,0,2
BOS192509150,BOS,SLA,0,0
BOS192509171,BOS,SLA,0,0
BOS192509172,BOS,SLA,2,0
BOS192509180,BOS,CLE,0,0
BOS192509191,BOS,CLE,0,2
BOS192509192,BOS,CLE,0,0
BOS192509240,BOS,DET,2,0
BOS192509262,BOS,CHA,0,1
BOS192510010,BOS,WS1,2,1
BOS192510020,BOS,WS1,3,0
BRO192504140,BRO,PHI,0,1
BRO192504150,BRO,PHI,0,1
BRO192504160,BRO,PHI,0,3
BRO192504180,BRO,NY1,0,0
BRO192504190,BRO,NY1,0,0
BRO192504260,BRO,BSN,0,0
BRO192504270,BRO,BSN,0,1
BRO192504290,BRO,BSN,1,0
BRO192505030,BRO,PHI,0,0
BRO192505080,BRO,CIN,0,0
BRO192505090,BRO,CIN,0,0
BRO192505100,BRO,CIN,0,0
BRO192505120,BRO,CIN,0,0
BRO192505130,BRO,SLN,0,2
BRO192505140,BRO,SLN,0,3
BRO192505150,BRO,SLN,3,0
BRO192505160,BRO,SLN,3,1
BRO192505170,BRO,PIT,1,0
BRO192505180,BRO,PIT,0,1
BRO192505190,BRO,PIT,0,1
BRO192505200,BRO,PIT,0,3
BRO192505210,BRO,CHN,0,0
BRO192505220,BRO,CHN,0,1
BRO192505230,BRO,CHN,0,0
BRO192505240,BRO,SLN,3,0
BRO192505310,BRO,NY1,0,0
BRO192506010,BRO,NY1,0,0
BRO192506020,BRO,NY1,0,0
BRO192506270,BRO,PHI,1,0
BRO192507010,BRO,BSN,1,1
BRO192507020,BRO,BSN,10,0
BRO192507030,BRO,NY1,0,3
BRO192507041,BRO,NY1,0,0
BRO192507042,BRO,NY1,0,0
BRO192507051,BRO,BSN,0,0
BRO192507052,BRO,BSN,1,0
BRO192507060,BRO,BSN,0,0
BRO192507070,BRO,CHN,0,0
BRO192507090,BRO,CHN,1,0
BRO192507110,BRO,PIT,0,1
BRO192507120,BRO,PIT,0,0
BRO192507130,BRO,PIT,0,0
BRO192507140,BRO,PIT,0,1
BRO192507150,BRO,CIN,0,0
BRO192507160,BRO,CIN,3,0
BRO192507170,BRO,CIN,0,0
BRO192507180,BRO,SLN,0,0
BRO192507190,BRO,SLN,0,0
BRO192507200,BRO,SLN,0,0
BRO192507260,BRO,NY1,2,0
BRO192508161,BRO,PHI,0,0
BRO192508162,BRO,PHI,0,0
BRO192508180,BRO,PIT,0,0
BRO192508190,BRO,PIT,0,2
BRO192508200,BRO,PIT,1,1
BRO192508221,BRO,CHN,2,0
BRO192508222,BRO,CHN,0,1
BRO192508231,BRO,CHN,0,0
BRO192508232,BRO,CHN,3,2
BRO192508241,BRO,CHN,0,0
BRO192508242,BRO,CHN,0,0
BRO192508250,BRO,SLN,1,0
BRO192508260,BRO,SLN,0,1
BRO192508270,BRO,SLN,0,0
BRO192508280,BRO,CIN,0,5
BRO192508290,BRO,CIN,0,0
BRO192508301,BRO,CIN,0,2
BRO192508302,BRO,CIN,2,0
BRO192509061,BRO,BSN,0,0
BRO192509062,BRO,BSN,0,0
BRO192509081,BRO,PHI,0,0
BRO192509082,BRO,PHI,0,1
BRO192509131,BRO,PHI,4,0
BRO192509132,BRO,PHI,0,0
BRO192509270,BRO,NY1,0,0
BRO192509280,BRO,NY1,0,1
BRO192510030,BRO,BSN,0,0
BSN192504140,BSN,NY1,0,2
BSN192504160,BSN,NY1,0,0
BSN192504170,BSN,NY1,0,0
BSN192505040,BSN,BRO,0,0
BSN192505050,BSN,BRO,0,2
BSN192505060,BSN,BRO,0,0
