game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
BRO191905020,1.0,0.0,kellj102,??,,,,K
BRO191905020,1.0,0.0,herzb101,??,,,,63
BRO191905020,1.0,0.0,power101,??,,,,3/P
BRO191905020,1.0,1.0,olsoi101,??,,,,7
BRO191905020,1.0,1.0,magel101,??,,,,43
BRO191905020,1.0,1.0,grift102,??,,,,D
BRO191905020,1.0,1.0,wheaz101,??,,,,9
BRO191905020,2.0,0.0,smitr108,??,,,,W
BRO191905020,2.0,0.0,riggj101,??,,,,64(1)/FO#
BRO191905020,2.0,0.0,holkw101,??,,,,SB2
BRO191905020,2.0,0.0,holkw101,??,,,,3/G
BRO191905020,2.0,0.0,marar101,??,,,,5/P
BRO191905020,2.0,1.0,myerh102,??,,,,S7.BX2(76)
BRO191905020,2.0,1.0,konee101,??,,,,13
BRO191905020,2.0,1.0,malol101,??,,,,S
BRO191905020,2.0,1.0,kruee101,??,,,,54(1)/FO
BRO191905020,3.0,0.0,wilsa102,??,,,,9
BRO191905020,3.0,0.0,rudod101,??,,,,D
BRO191905020,3.0,0.0,kellj102,??,,,,K
BRO191905020,3.0,0.0,herzb101,??,,,,9
BRO191905020,3.0,1.0,pfefj101,??,,,,S
BRO191905020,3.0,1.0,olsoi101,??,,,,13/SH.1-2
BRO191905020,3.0,1.0,magel101,??,,,,43
BRO191905020,3.0,1.0,grift102,??,,,,9
BRO191905020,4.0,0.0,power101,??,,,,9
BRO191905020,4.0,0.0,smitr108,??,,,,5/L
BRO191905020,4.0,0.0,riggj101,??,,,,5/FL
BRO191905020,4.0,1.0,wheaz101,??,,,,W
BRO191905020,4.0,1.0,myerh102,??,,,,31/SH.1-2
BRO191905020,4.0,1.0,konee101,??,,,,W
BRO191905020,4.0,1.0,malol101,??,,,,S.2-H;1-3
BRO191905020,4.0,1.0,kruee101,??,,,,K
BRO191905020,4.0,1.0,pfefj101,??,,,,SB2
BRO191905020,4.0,1.0,pfefj101,??,,,,K
BRO191905020,5.0,0.0,holkw101,??,,,,S
BRO191905020,5.0,0.0,marar101,??,,,,46(1)/FO
BRO191905020,5.0,0.0,wilsa102,??,,,,S.1-2
BRO191905020,5.0,0.0,rudod101,??,,,,FC1.2XH(1251);1-2
BRO191905020,5.0,0.0,kellj102,??,,,,K
BRO191905020,5.0,1.0,olsoi101,??,,,,53
BRO191905020,5.0,1.0,magel101,??,,,,8
BRO191905020,5.0,1.0,grift102,??,,,,W
BRO191905020,5.0,1.0,wheaz101,??,,,,9
BRO191905020,6.0,0.0,herzb101,??,,,,S8
BRO191905020,6.0,0.0,power101,??,,,,26(1)/FO
BRO191905020,6.0,0.0,smitr108,??,,,,W.1-2
BRO191905020,6.0,0.0,riggj101,??,,,,7.2-3;1-2
BRO191905020,6.0,0.0,holkw101,??,,,,43
BRO191905020,6.0,1.0,myerh102,??,,,,S
BRO191905020,6.0,1.0,konee101,??,,,,64(1)/FO
BRO191905020,6.0,1.0,malol101,??,,,,8
BRO191905020,6.0,1.0,kruee101,??,,,,64(1)/FO
BRO191905020,7.0,0.0,marar101,??,,,,9
BRO191905020,7.0,0.0,wilsa102,??,,,,5/FL
BRO191905020,7.0,0.0,rudod101,??,,,,K
BRO191905020,7.0,1.0,pfefj101,??,,,,K
BRO191905020,7.0,1.0,olsoi101,??,,,,E5
BRO191905020,7.0,1.0,magel101,??,,,,5/P
BRO191905020,7.0,1.0,grift102,??,,,,43
BRO191905020,8.0,0.0,kellj102,??,,,,E6/TH
BRO191905020,8.0,0.0,herzb101,??,,,,16(1)/FO
BRO191905020,8.0,0.0,power101,??,,,,64(1)/FO
BRO191905020,8.0,0.0,smitr108,??,,,,7
BRO191905020,8.0,1.0,wheaz101,??,,,,S4
BRO191905020,8.0,1.0,myerh102,??,,,,13/SH.1-2
BRO191905020,8.0,1.0,konee101,??,,,,E4.2-2;B-1
BRO191905020,8.0,1.0,malol101,??,,,,6/P
BRO191905020,8.0,1.0,kruee101,??,,,,T/78.2-H(UR);1-H(UR)
BRO191905020,8.0,1.0,pfefj101,??,,,,31
BRO191905020,9.0,0.0,riggj101,??,,,,E1/TH
BRO191905020,9.0,0.0,holkw101,??,,,,K
BRO191905020,9.0,0.0,marar101,??,,,,5/P
BRO191905020,9.0,0.0,wilsa102,??,,,,64(1)/FO
BRO191905020,,,,,,,,"DATA:er:rudod101,1"
BRO191905020,,,,,,,,"DATA:er:pfefj101,0"
BRO191905030,1.0,0.0,kellj102,??,,,,E4.B-2
BRO191905030,1.0,0.0,herzb101,??,,,,99/SH.2-3
BRO191905030,1.0,0.0,power101,??,,,,W
BRO191905030,1.0,0.0,smitr108,??,,,,3/FL
BRO191905030,1.0,0.0,riggj101,??,,,,SB2
BRO191905030,1.0,0.0,riggj101,??,,,,9
BRO191905030,1.0,1.0,olsoi101,??,,,,53
BRO191905030,1.0,1.0,magel101,??,,,,3/G
BRO191905030,1.0,1.0,grift102,??,,,,S
BRO191905030,1.0,1.0,wheaz101,??,,,,9
BRO191905030,2.0,0.0,holkw101,??,,,,D
BRO191905030,2.0,0.0,marar101,??,,,,99/SH.2-3
BRO191905030,2.0,0.0,wilsa102,??,,,,D.3-H
BRO191905030,2.0,0.0,filld101,??,,,,63
BRO191905030,2.0,0.0,kellj102,??,,,,7
