game_id,inputprogvers,visteam,hometeam,date,number,site,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings,scorer,umplf,umprf
ASW194908140,"""version 7RS(19) of 07/07/92""",ASE,ASW,1949/08/14,0,CHI10,allstar,0:00PM,day,false,motlb901,duncf102,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/03/21 5:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,26697,grifb102,richg102,scanp101,,,,,
BIR194904170,"""version 7RS(19) of 07/07/92""",IN9,BIR,1949/04/17,0,ATL04,exhibition,0:00PM,day,false,doylj901,meanl101,,,"""Tom Thress""","""Tom Thress""",2024/03/23 9:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,poweb103,davip103,,,,,,
BIR194905020,"""version 7RS(19) of 07/07/92""",HOE,BIR,1949/05/02,0,ATL04,regular,0:00PM,night,false,meanl101,doylj901,,,"""Tom Thress""","""Tom Thress""",2024/03/24 10:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browj114,greab101,,,,,,
BIR194905030,"""version 7RS(19) of 07/07/92""",HOE,BIR,1949/05/03,0,ATL04,regular,0:00PM,night,false,doylj901,meanl101,,,"""Tom Thress""","""Tom Thress""",2024/03/24 8:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,newbj101,lewir101,,,,,,
BIR194905110,"""version 7RS(19) of 07/07/92""",CAG,BIR,1949/05/11,0,BIR01,regular,0:00PM,night,false,austu901,moorc901,(none),moseh901,"""Tom Thress""","""Tom Thress""",2024/03/25 10:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,1862,wills104,mckig101,perra101,,,,,
BIR194905221,"""version 7RS(19) of 07/07/92""",LCB,BIR,1949/05/22,1,BIR01,regular,0:00PM,day,false,moorc901,moseh901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/08/19 9:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,5505,perra101,jones105,,,,,,
BIR194905222,"""version 7RS(19) of 07/07/92""",LCB,BIR,1949/05/22,2,BIR01,regular,0:00PM,day,false,moseh901,moorc901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/08/19 9:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,5505,newbj101,jeffg102,,,6,,,
BIR194905250,"""version 7RS(19) of 07/07/92""",LCB,BIR,1949/05/25,0,BIR01,regular,0:00PM,night,false,moorc901,moseh901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/04/15 12:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,1957,wills104,longe102,,,,,,
BIR194906110,"""version 7RS(19) of 07/07/92""",NY6,BIR,1949/06/11,0,BIR01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/19 12:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,poweb103,loper102,,,,,,
BIR194906120,"""version 7RS(19) of 07/07/92""",NY6,BIR,1949/06/12,0,BIR01,regular,0:00PM,day,false,moseh901,moorc901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/04/19 1:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,3800,wills104,newka101,,,,,,
BIR194906150,"""version 7RS(19) of 07/07/92""",NY6,BIR,1949/06/15,0,BIR01,regular,0:00PM,night,false,moorc901,austu901,,,"""Tom Thress""","""Tom Thress""",2024/05/04 3:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,2000,poweb103,maria101,perra101,,,,,
BIR194906180,"""version 7RS(19) of 07/07/92""",IN9,BIR,1949/06/18,0,CHT01,regular,0:00PM,night,false,haleu901,unggu901,,,"""Tom Thress""","""Tom Thress""",2024/05/04 4:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,1800,porta103,wills104,,,,,,
BIR194906191,"""version 7RS(19) of 07/07/92""",IN9,BIR,1949/06/19,1,BIR01,regular,0:00PM,day,false,moorc901,moseh901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/05/05 2:13PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,7057,perra101,cohej101,wills104,,,,,
BIR194906192,"""version 7RS(19) of 07/07/92""",IN9,BIR,1949/06/19,2,BIR01,regular,0:00PM,day,false,moseh901,moorc901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/05/05 3:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,7057,watsa102,perra101,godim101,,7,,,
BIR194907100,"""version 7RS(19) of 07/07/92""",PH5,BIR,1949/07/10,0,BIR01,regular,0:00PM,day,false,moorc901,moseh901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/05/23 8:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,192,3612,perra101,browb107,,,,,,
BIR194907270,"""version 7RS(19) of 07/07/92""",MEM,BIR,1949/07/27,0,BIR01,regular,0:00PM,night,false,moorc901,moseh901,(none),austu901,"""Tom Thress""","""Tom Thress""",2024/04/25 10:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,1911,perra101,thomf110,,,,,,
BLG194905011,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/05/01,1,BAL14,regular,0:00PM,day,false,mccrf901,lewiu901,(none),willh901,"""Tom Thress""","""Tom Thress""",2024/03/23 5:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,5588,mcdab101,rombb101,richg102,,,,,
BLG194905012,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/05/01,2,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/03/23 5:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5588,wilma101,lamaj102,,,7,,,
BLG194905030,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/05/03,0,BAL14,regular,0:00PM,night,false,willh901,mccrf901,(none),lewiu901,"""Tom Thress""","""Tom Thress""",2024/06/02 2:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,2750,byrdb101,collg101,,,,,,
BLG194905040,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/05/04,0,CHE01,regular,0:00PM,night,false,mccrf901,pitku901,,,"""Tom Thress""","""Tom Thress""",2024/03/25 11:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,barnf102,day-l101,,,,,,
BLG194905151,"""version 7RS(19) of 07/07/92""",PH5,BLG,1949/05/15,1,BAL14,regular,2:00PM,day,false,lewiu901,willh901,(none),mccrf901,"""Tom Thress""","""Tom Thress""",2024/06/02 3:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,0,byrdb101,grifb102,,,,,,
BLG194905152,"""version 7RS(19) of 07/07/92""",PH5,BLG,1949/05/15,2,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/06/02 2:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,rombb101,rickb102,,,7,,,
BLG194905270,"""version 7RS(19) of 07/07/92""",NY6,BLG,1949/05/27,0,BAL14,regular,0:00PM,night,false,mccrf901,willh901,,,"""Tom Thress""","""Tom Thress""",2024/04/15 10:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,barnd101,blacj103,,,,,,
BLG194905291,"""version 7RS(19) of 07/07/92""",MEM,BLG,1949/05/29,1,BAL14,regular,0:00PM,day,false,mccrf901,willh901,,,"""Tom Thress""","""Tom Thress""",2024/05/23 2:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,3130,rombb101,evanf101,,,,,,
BLG194906030,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/06/03,0,BAL14,regular,0:00PM,night,false,mccrf901,lewiu901,,,"""Tom Thress""","""Tom Thress""",2024/04/27 3:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,blacj103,poweb103,,,,,,
BLG194906040,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/06/04,0,WIL04,regular,0:00PM,night,false,mccrf901,trusu901,,,"""Tom Thress""","""Tom Thress""",2024/04/28 1:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,ferrt102,greab101,byrdb101,,,,,
BLG194906051,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/06/05,1,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/27 4:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2850,newbj101,wilma101,,,,,,
BLG194906052,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/06/05,2,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/27 3:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2850,wattd101,day-l101,poweb103,,7,,,
BLG194906061,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/06/06,1,PHI11,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/01 2:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,7448,byrdb101,greab101,,,,,,
BLG194906121,"""version 7RS(19) of 07/07/92""",CAG,BLG,1949/06/12,1,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/03 2:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,byrdb101,jessg101,,,,,,
BLG194906122,"""version 7RS(19) of 07/07/92""",CAG,BLG,1949/06/12,2,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/03 3:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,blacj103,gipsa101,,,7,,,
BLG194906191,"""version 7RS(19) of 07/07/92""",NY6,BLG,1949/06/19,1,BAL14,regular,0:00PM,day,false,lewiu901,mccrf901,(none),willh901,"""Tom Thress""","""Tom Thress""",2024/05/03 4:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,byrdb101,scanp101,,,,,,
BLG194906192,"""version 7RS(19) of 07/07/92""",NY6,BLG,1949/06/19,2,BAL14,regular,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/04 2:59AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,blacj103,loper102,,,7,,,
BLG194906240,"""version 7RS(19) of 07/07/92""",LCB,BLG,1949/06/24,0,BAL14,regular,0:00PM,night,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/04/28 8:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,1832,wilma101,jeffg102,,,,,,
BLG194907031,"""version 7RS(19) of 07/07/92""",NY6,BLG,1949/07/03,1,BAL14,regular,0:00PM,day,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/04/25 12:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,rombb101,scanp101,byrdb101,,,,,
BLG194907032,"""version 7RS(19) of 07/07/92""",NY6,BLG,1949/07/03,2,BAL14,regular,0:00PM,day,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/04/25 3:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,ferrt102,ferra103,byrdb101,,7,,,
BLG194907241,"""version 7RS(19) of 07/07/92""",IN9,BLG,1949/07/24,1,BAL14,regular,0:00PM,day,false,willh901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/05/24 12:33AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5000,wilma101,davip103,,,,,,
BLG194907242,"""version 7RS(19) of 07/07/92""",IN9,BLG,1949/07/24,2,BAL14,regular,0:00PM,day,false,willh901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/05/24 12:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,cohej101,blacj103,,,,,,
BLG194907260,"""version 7RS(19) of 07/07/92""",NY6,BLG,1949/07/26,0,BAL14,regular,0:00PM,night,false,lewiu901,willh901,(none),mccrf901,"""Tom Thress""","""Tom Thress""",2024/05/01 9:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,1534,stewr101,byrdb101,,,,,,
BLG194908071,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/08/07,1,BAL14,regular,0:00PM,day,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/05/20 5:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,0,wilma101,perra101,,,,,,
BLG194908072,"""version 7RS(19) of 07/07/92""",BIR,BLG,1949/08/07,2,BAL14,regular,0:00PM,day,false,mccrf901,lewiu901,,,"""Tom Thress""","""Tom Thress""",2024/05/20 4:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,blacj103,greab101,,,7,,,
BLG194908141,"""version 7RS(19) of 07/07/92""",HOE,BLG,1949/08/14,1,BAL14,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/23 6:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,wilma101,lewir101,,,,,,
BLG194908142,"""version 7RS(19) of 07/07/92""",HOE,BLG,1949/08/14,2,BAL14,exhibition,0:00PM,day,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/23 11:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,ferrt102,willc107,,,7,,,
BLG194908160,"""version 7RS(19) of 07/07/92""",HOE,BLG,1949/08/16,0,BAL14,regular,0:00PM,night,false,lewiu901,willh901,,,"""Tom Thress""","""Tom Thress""",2024/05/24 12:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,mannm101,blacj103,,,,,,
BLG194908170,"""version 7RS(19) of 07/07/92""",HOE,BLG,1949/08/17,0,PET01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/24 1:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,byrdb101,hearj101,,,,,,
BLG194908211,"""version 7RS(19) of 07/07/92""",MEM,BLG,1949/08/21,1,BAL14,regular,0:00PM,day,false,mccrf901,lewiu901,,,"""Tom Thress""","""Tom Thress""",2024/05/24 11:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,0,blacj103,mathv101,,,,,,
BLG194908212,"""version 7RS(19) of 07/07/92""",MEM,BLG,1949/08/21,2,BAL14,regular,0:00PM,day,false,mccrf901,lewiu901,,,"""Tom Thress""","""Tom Thress""",2024/05/25 12:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,wilma101,woods103,,,7,,,
BLG194908281,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/08/28,1,BAL14,regular,0:00PM,day,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/05/25 1:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,0,day-l101,richg102,,,,,,
BLG194908282,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/08/28,2,BAL14,regular,0:00PM,day,false,mccrf901,lewiu901,,,"""Tom Thress""","""Tom Thress""",2024/05/25 1:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,barnf102,rombb101,,,7,,,
BLG194908300,"""version 7RS(19) of 07/07/92""",KCM,BLG,1949/08/30,0,BAL14,regular,0:00PM,night,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/05/25 11:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,0,byrdb101,barnf102,,,,,,
BLG194909020,"""version 7RS(19) of 07/07/92""",PH5,BLG,1949/09/02,0,BAL14,regular,0:00PM,night,false,lewiu901,mccrf901,,,"""Tom Thress""","""Tom Thress""",2024/05/26 1:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,0,rombb101,harrw101,,,,,,
BLG194909160,"""version 7RS(19) of 07/07/92""",CAG,BLG,1949/09/16,0,BAL14,lcs,0:00PM,night,false,lewiu901,mccrf901,(none),cottu901,"""Tom Thress""","""Tom Thress""",2024/05/26 2:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,byrdb101,jessg101,,,,,,
BLG194909180,"""version 7RS(19) of 07/07/92""",CAG,BLG,1949/09/18,0,BAL14,lcs,0:00PM,day,false,lewiu901,mccrf901,(none),cottu901,"""Tom Thress""","""Tom Thress""",2024/05/26 10:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,blacj103,smite111,,,,,,
CAG194905260,"""version 7RS(19) of 07/07/92""",IN9,CAG,1949/05/26,0,MTV01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/15 10:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,600,porta103,rhodh101,,,,,,
CAG194906220,"""version 7RS(19) of 07/07/92""",PH5,CAG,1949/06/22,0,DCT02,regular,0:00PM,night,false,serau901,esheu901,,,"""Tom Thress""","""Tom Thress""",2024/04/28 7:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,700,harrw101,rhodh101,,,,,,
CAG194908240,"""version 7RS(19) of 07/07/92""",LCB,CAG,1949/08/24,0,KOK02,regular,0:00PM,night,false,hollu903,mullu901,(none),schru901,"""Tom Thress""","""Tom Thress""",2024/05/22 7:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,552,scruw101,smitt106,,,,,,
CAG194908310,"""version 7RS(19) of 07/07/92""",LCB,CAG,1949/08/31,0,WIN02,regular,0:00PM,night,false,grulr901,bambm901,,,"""Tom Thress""","""Tom Thress""",2024/11/18 11:08PM,unknown,none,50,unknown,-1,unknown,unknown,unknown,177,400,rhodh101,longe102,,,,,,
CAG194909110,"""version 7RS(19) of 07/07/92""",LCB,CAG,1949/09/11,0,LCR01,exhibition,0:00PM,night,false,bairu901,schuu902,(none),fincu901,"""Tom Thress""","""Tom Thress""",2024/05/26 11:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,510,gipsa101,jonep103,,,,,,
CAG194909220,"""version 7RS(19) of 07/07/92""",BLG,CAG,1949/09/22,0,CHI10,lcs,0:00PM,night,false,bluev901,,,,"""Tom Thress""","""Tom Thress""",2024/05/27 1:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,wilma101,jessg101,,,,,,
CAG194909270,"""version 7RS(19) of 07/07/92""",BLG,CAG,1949/09/27,0,OMA03,exhibition,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/05/27 12:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,600,gipsa101,ferrt102,,,,,,
IN9194904280,"""version 7RS(19) of 07/07/92""",KCM,IN9,1949/04/28,0,CHA03,exhibition,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/03/23 10:38AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,richg102,meanw101,lamaj102,,,,,
IN9194905030,"""version 7RS(19) of 07/07/92""",NY6,IN9,1949/05/03,0,POR01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/03/23 7:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,barnd101,davip103,,,,,,
IN9194906110,"""version 7RS(19) of 07/07/92""",PH5,IN9,1949/06/11,0,CHA01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/18 11:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,davip103,rickb102,,,,,,
KCM194905220,"""version 7RS(19) of 07/07/92""",PH5,KCM,1949/05/22,0,KAN05,regular,0:00PM,day,false,duncf102,motlb901,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/04/10 10:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,17248,lamaj102,browb107,,,,,,
KCM194905230,"""version 7RS(19) of 07/07/92""",PH5,KCM,1949/05/23,0,KAN05,regular,0:00PM,night,false,duncf102,motlb901,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/04/10 11:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,500,collg101,rickb102,,,,,,
KCM194905240,"""version 7RS(19) of 07/07/92""",PH5,KCM,1949/05/24,0,WIC01,regular,0:00PM,night,false,bradu902,whitu902,(none),paulu901,"""Tom Thress""","""Tom Thress""",2024/04/11 11:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1500,richg102,millh104,,,,,,
KCM194905250,"""version 7RS(19) of 07/07/92""",PH5,KCM,1949/05/25,0,OMA03,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/08/19 8:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3051,grifb102,lamaj102,,,,,,
KCM194905291,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/05/29,1,KAN05,regular,0:00PM,day,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/16 10:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,11541,mcdab101,cohej101,,,,,,
KCM194905292,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/05/29,2,KAN05,regular,0:00PM,day,false,motlb901,duncf102,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/04/16 11:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,88,11541,collg101,maddr101,,,7,,,
KCM194905301,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/05/30,1,KAN05,regular,0:00PM,day,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/16 11:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,96,4500,lamaj102,davip103,,,,,,
KCM194905302,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/05/30,2,KAN05,regular,0:00PM,day,false,duncf102,motlb901,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/04/17 12:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,4500,butth101,johnc103,,,7,,,
KCM194906040,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/06/04,0,GIN01,regular,0:00PM,night,false,cordi901,mckie901,munrb901,swarc901,"""Tom Thress""","""Tom Thress""",2024/04/26 3:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2500,maddr101,richg102,davip103,,,,,
KCM194906052,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/06/05,2,OMA03,regular,0:00PM,night,false,postu901,ohlib901,,,"""Tom Thress""","""Tom Thress""",2024/04/30 2:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,8000,lamaj102,porta103,,,,,,
KCM194906070,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/06/07,0,CED01,regular,0:00PM,night,false,ahrea901,bailj901,,,"""Tom Thress""","""Tom Thress""",2024/04/30 2:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,500,mcdab101,maddr101,,,,,,
KCM194906080,"""version 7RS(19) of 07/07/92""",IN9,KCM,1949/06/08,0,DAV01,regular,0:00PM,night,false,hordm901,gambu901,,,"""Tom Thress""","""Tom Thress""",2024/04/30 3:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,2500,collg101,godim101,,,,,,
KCM194906150,"""version 7RS(19) of 07/07/92""",LCB,KCM,1949/06/15,0,CEN01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/25 11:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,jeffg102,duncm101,,,,,,
KCM194906160,"""version 7RS(19) of 07/07/92""",LCB,KCM,1949/06/16,0,KAN05,regular,0:00PM,night,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/26 12:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,3822,barnf102,radct101,,,,,,
KCM194906191,"""version 7RS(19) of 07/07/92""",MEM,KCM,1949/06/19,1,KAN05,regular,0:00PM,day,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/26 10:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,8042,lamaj102,mathv101,,,,,,
KCM194906192,"""version 7RS(19) of 07/07/92""",MEM,KCM,1949/06/19,2,KAN05,regular,0:00PM,day,false,duncf102,motlb901,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/04/26 11:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,8042,,,,,,,,
KCM194906200,"""version 7RS(19) of 07/07/92""",MEM,KCM,1949/06/20,0,WIC01,regular,0:00PM,night,false,,,,,"""Tom Thress""","""Tom Thress""",2024/04/27 12:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,duncm101,thomf110,,,,,,
KCM194906210,"""version 7RS(19) of 07/07/92""",MEM,KCM,1949/06/21,0,KAN05,regular,0:00PM,night,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/27 11:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,3963,harri101,collg101,mathv101,,,,,
KCM194906230,"""version 7RS(19) of 07/07/92""",MEM,KCM,1949/06/23,0,STJ01,regular,0:00PM,night,false,hordm901,litzb901,(none),hawku901,"""Tom Thress""","""Tom Thress""",2024/04/28 12:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,lamaj102,woods103,,,,,,
KCM194906261,"""version 7RS(19) of 07/07/92""",BIR,KCM,1949/06/26,1,KAN05,regular,0:00PM,day,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/29 6:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,5805,greab101,collg101,perra101,,,,,
KCM194906262,"""version 7RS(19) of 07/07/92""",BIR,KCM,1949/06/26,2,KAN05,regular,0:00PM,day,false,duncf102,motlb901,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/04/29 7:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,5805,richg102,evanf101,,,7,,,
KCM194906270,"""version 7RS(19) of 07/07/92""",BIR,KCM,1949/06/27,0,KAN05,regular,0:00PM,night,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/29 8:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,2302,lamaj102,poweb103,,,,,,
KCM194906280,"""version 7RS(19) of 07/07/92""",BIR,KCM,1949/06/28,0,OMA03,regular,8:15PM,night,false,stanu902,schac902,(none),riceu902,"""Tom Thress""","""Tom Thress""",2024/04/29 9:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5340,barnf102,perra101,,,,,,
KCM194906290,"""version 7RS(19) of 07/07/92""",BIR,KCM,1949/06/29,0,GIN01,regular,0:00PM,night,false,cordi901,munrb901,,,"""Tom Thress""","""Tom Thress""",2024/04/29 10:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,3000,wills104,collg101,,,,,,
KCM194907010,"""version 7RS(19) of 07/07/92""",BIR,KCM,1949/07/01,0,KAN05,regular,0:00PM,night,false,duncf102,vaugs901,(none),motlb901,"""Tom Thress""","""Tom Thress""",2024/04/30 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,4703,perra101,barnf102,,,,,,
KCM194907171,"""version 7RS(19) of 07/07/92""",BLG,KCM,1949/07/17,1,KAN05,regular,0:00PM,day,false,duncf102,motlb901,(none),vaugs901,"""Tom Thress""","""Tom Thress""",2024/05/01 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,7649,lamaj102,ferrt102,,,,,,
