game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA202007280,2020-07-28,ANA,SEA,0,0
ANA202007310,2020-07-31,ANA,HOU,0,0
ANA202008100,2020-08-10,ANA,OAK,3,0
ANA202008140,2020-08-14,ANA,LAN,0,0
ANA202008170,2020-08-17,ANA,SFN,0,2
ANA202008280,2020-08-28,ANA,SEA,0,0
ANA202009020,2020-09-02,ANA,SDN,0,0
ANA202009040,2020-09-04,ANA,HOU,3,0
ANA202009150,2020-09-15,ANA,ARI,0,2
ANA202009180,2020-09-18,ANA,TEX,0,0
ARI202007300,2020-07-30,ARI,LAN,0,3
ARI202008040,2020-08-04,ARI,HOU,0,1
ARI202008140,2020-08-14,ARI,SDN,0,0
ARI202008170,2020-08-17,ARI,OAK,0,0
ARI202008240,2020-08-24,ARI,COL,0,1
ARI202008280,2020-08-28,ARI,SFN,1,0
ARI202009080,2020-09-08,ARI,LAN,0,0
ARI202009110,2020-09-11,ARI,SEA,3,0
ARI202009220,2020-09-22,ARI,TEX,0,0
ARI202009252,2020-09-25,ARI,COL,6,1
ATL202007290,2020-07-29,ATL,TBA,0,0
ATL202007310,2020-07-31,ATL,NYN,2,0
ATL202008040,2020-08-04,ATL,TOR,0,0
ATL202008170,2020-08-17,ATL,WAS,0,0
ATL202008210,2020-08-21,ATL,PHI,0,1
ATL202008261,2020-08-26,ATL,NYA,1,0
ATL202009042,2020-09-04,ATL,WAS,1,1
ATL202009070,2020-09-07,ATL,MIA,2,0
ATL202009250,2020-09-25,ATL,BOS,1,0
BAL202007290,2020-07-29,BAL,NYA,1,2
BAL202007310,2020-07-31,BAL,TBA,0,1
BAL202008040,2020-08-04,BAL,MIA,0,0
BAL202008140,2020-08-14,BAL,WAS,1,0
BAL202008170,2020-08-17,BAL,TOR,0,0
BAL202008200,2020-08-20,BAL,BOS,0,0
BAL202009010,2020-09-01,BAL,NYN,3,0
BAL202009042,2020-09-04,BAL,NYA,0,0
BAL202009140,2020-09-14,BAL,ATL,1,0
BAL202009172,2020-09-17,BAL,TBA,0,3
BOS202007250,2020-07-25,BOS,BAL,0,3
BOS202007270,2020-07-27,BOS,NYN,0,0
BOS202008070,2020-08-07,BOS,TOR,1,1
BOS202008100,2020-08-10,BOS,TBA,3,0
BOS202008180,2020-08-18,BOS,PHI,1,0
BOS202008280,2020-08-28,BOS,WAS,0,0
BOS202008310,2020-08-31,BOS,ATL,1,1
BOS202009030,2020-09-03,BOS,TOR,0,0
BOS202009180,2020-09-18,BOS,NYA,0,0
BOS202009220,2020-09-22,BOS,BAL,0,1
CHA202007250,2020-07-25,CHA,MIN,0,0
CHA202008050,2020-08-05,CHA,MIL,0,0
CHA202008070,2020-08-07,CHA,CLE,1,0
CHA202008151,2020-08-15,CHA,SLN,0,4
CHA202008170,2020-08-17,CHA,DET,2,0
CHA202008250,2020-08-25,CHA,PIT,0,0
CHA202008280,2020-08-28,CHA,KCA,0,0
CHA202009110,2020-09-11,CHA,DET,0,0
CHA202009140,2020-09-14,CHA,MIN,0,0
CHA202009250,2020-09-25,CHA,CHN,0,0
CHN202007250,2020-07-25,CHN,MIL,1,0
CHN202007310,2020-07-31,CHN,PIT,0,0
CHN202008030,2020-08-03,CHN,KCA,0,0
CHN202008130,2020-08-13,CHN,MIL,1,0
CHN202008171,2020-08-17,CHN,SLN,0,0
CHN202008210,2020-08-21,CHN,CHA,0,0
CHN202009040,2020-09-04,CHN,SLN,2,0
CHN202009080,2020-09-08,CHN,CIN,0,0
CHN202009150,2020-09-15,CHN,CLE,0,0
CHN202009180,2020-09-18,CHN,MIN,1,0
CIN202007250,2020-07-25,CIN,DET,1,1
CIN202007270,2020-07-27,CIN,CHN,0,4
CIN202008030,2020-08-03,CIN,CLE,0,1
CIN202008110,2020-08-11,CIN,KCA,0,0
CIN202008130,2020-08-13,CIN,PIT,0,2
CIN202008280,2020-08-28,CIN,CHN,0,2
CIN202008310,2020-08-31,CIN,SLN,1,1
CIN202009142,2020-09-14,CIN,PIT,0,1
CIN202009180,2020-09-18,CIN,CHA,1,0
CIN202009210,2020-09-21,CIN,MIL,0,0
CLE202007250,2020-07-25,CLE,KCA,0,2
CLE202007282,2020-07-28,CLE,CHA,3,0
CLE202008050,2020-08-05,CLE,CIN,0,0
CLE202008110,2020-08-11,CLE,CHN,0,0
CLE202008210,2020-08-21,CLE,DET,0,0
CLE202008240,2020-08-24,CLE,MIN,1,0
CLE202009040,2020-09-04,CLE,MIL,0,0
CLE202009070,2020-09-07,CLE,KCA,0,0
CLE202009210,2020-09-21,CLE,CHA,3,0
CLE202009250,2020-09-25,CLE,PIT,1,0
COL202007310,2020-07-31,COL,SDN,2,0
COL202008030,2020-08-03,COL,SFN,1,0
COL202008100,2020-08-10,COL,ARI,1,2
COL202008140,2020-08-14,COL,TEX,1,0
COL202008190,2020-08-19,COL,HOU,0,0
COL202008280,2020-08-28,COL,SDN,5,0
COL202009010,2020-09-01,COL,SFN,0,3
COL202009110,2020-09-11,COL,ANA,0,2
COL202009150,2020-09-15,COL,OAK,0,0
COL202009170,2020-09-17,COL,LAN,2,0
DET202007270,2020-07-27,DET,KCA,0,0
DET202007310,2020-07-31,DET,CIN,0,0
DET202008100,2020-08-10,DET,CHA,0,0
DET202008140,2020-08-14,DET,CLE,0,0
DET202008240,2020-08-24,DET,CHN,0,0
DET202008291,2020-08-29,DET,MIN,0,0
DET202009080,2020-09-08,DET,MIL,0,0
DET202009150,2020-09-15,DET,KCA,3,0
DET202009170,2020-09-17,DET,CLE,0,1
HOU202007250,2020-07-25,HOU,SEA,1,0
HOU202007280,2020-07-28,HOU,LAN,0,0
HOU202008100,2020-08-10,HOU,SFN,0,0
HOU202008140,2020-08-14,HOU,SEA,9,1
HOU202008170,2020-08-17,HOU,COL,2,0
HOU202008240,2020-08-24,HOU,ANA,0,0
HOU202008292,2020-08-29,HOU,OAK,3,1
HOU202009010,2020-09-01,HOU,TEX,0,2
HOU202009180,2020-09-18,HOU,ARI,1,0
KCA202007310,2020-07-31,KCA,CHA,0,0
KCA202008050,2020-08-05,KCA,CHN,0,0
KCA202008070,2020-08-07,KCA,MIN,0,0
KCA202008192,2020-08-19,KCA,CIN,0,0
KCA202008210,2020-08-21,KCA,MIN,4,0
KCA202008310,2020-08-31,KCA,CLE,0,0
KCA202009030,2020-09-03,KCA,CHA,1,0
